     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
        56,         7,         0,   120.6,bp_osd,7de2ce8f480ae8106b52da5287de3b5e3a63220e82625b29377c8675e7f17c4d,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
        47,         4,         0,    45.6,belief_find,0d02f2c07f1d8ae6fff2baf3dc54b145177b3ae3671f2968798ca03aeb160059,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
        54,        14,         0,   121.4,belief_find,dec05d9e8d0eed19645a4c343a38ffa4ad7e069f7c117399ba2c1dab59569267,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
       127,         0,         0,   121.2,belief_find,d51b11287f46a3bcc136577b149fb14f59784df0ca4f66e423e8124e96cab3be,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
        20,         0,         0,    45.9,belief_find,61b66453647c0a31f60a3d02c40fbc31e29d23b7241dcb9c131c924dd2125464,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
        19,         1,         0,    45.2,bp_osd,f61743ccff3d8a1cd76876798066ba1f0231db9250063f361c9f349986c7cfc1,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
        57,         0,         0,   120.2,belief_find,50286a7a2e3fbed7ea5bbc9c7df22764c3c206917c449a465f94fc1372fb5214,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
        55,         0,         0,   120.9,bp_osd,2d73ea91da0935aeafe2d7ca60ec6f0e9077dde8f43e8ace1585847c2d1cd948,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
        92,         2,         0,    88.2,bp_osd,bea659dce592d9e7dac18f52c515962b5cbd335311a89f928680c06a69db9fa0,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
        92,         2,         0,    88.9,belief_find,08c351f14149e77f75508015fc09a988b4c3c6d7829ffc9c3b4f3f80f7e42ed9,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
        61,         2,         0,    63.7,bp_osd,bde4c648d79cf1e3365396e7e32b8cc1e1780aa5479672ca740622ea9617b293,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
     24576,        50,         0,   119.9,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
     30592,        60,         0,   120.6,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
        64,         4,         0,    63.8,belief_find,0d02f2c07f1d8ae6fff2baf3dc54b145177b3ae3671f2968798ca03aeb160059,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
       122,         0,         0,   120.1,bp_osd,0e39c1138d6c1114c36527bb081603ff7322700376901eea078c7a4c266aacb7,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
       123,         1,         0,   120.4,bp_osd,bea659dce592d9e7dac18f52c515962b5cbd335311a89f928680c06a69db9fa0,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
       126,         0,         0,   120.1,belief_find,d51b11287f46a3bcc136577b149fb14f59784df0ca4f66e423e8124e96cab3be,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
       127,         0,         0,   120.6,belief_find,08c351f14149e77f75508015fc09a988b4c3c6d7829ffc9c3b4f3f80f7e42ed9,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
       121,         4,         0,   120.2,bp_osd,bde4c648d79cf1e3365396e7e32b8cc1e1780aa5479672ca740622ea9617b293,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
       120,        11,         0,   120.1,belief_find,0d02f2c07f1d8ae6fff2baf3dc54b145177b3ae3671f2968798ca03aeb160059,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
        40,         1,         0,    88.5,bp_osd,b6dad9c90c8f2c730e10c773f02ee37f8b522e8eacb860a5f6088f55ef19c415,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
        30,         0,         0,    64.6,belief_find,61b66453647c0a31f60a3d02c40fbc31e29d23b7241dcb9c131c924dd2125464,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
        30,         0,         0,    64.3,bp_osd,f61743ccff3d8a1cd76876798066ba1f0231db9250063f361c9f349986c7cfc1,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
       123,        10,         0,   120.6,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
        56,         2,         0,   120.8,belief_find,61b66453647c0a31f60a3d02c40fbc31e29d23b7241dcb9c131c924dd2125464,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
       125,        17,         0,   120.8,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
        57,         0,         0,   121.7,belief_find,50286a7a2e3fbed7ea5bbc9c7df22764c3c206917c449a465f94fc1372fb5214,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
     24832,        40,         0,   120.0,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
        55,         0,         0,   120.1,bp_osd,2d73ea91da0935aeafe2d7ca60ec6f0e9077dde8f43e8ace1585847c2d1cd948,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
     24704,        56,         0,   120.1,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
        55,         0,         0,   121.7,bp_osd,b6dad9c90c8f2c730e10c773f02ee37f8b522e8eacb860a5f6088f55ef19c415,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
        57,         2,         0,   121.0,bp_osd,f61743ccff3d8a1cd76876798066ba1f0231db9250063f361c9f349986c7cfc1,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
        55,         2,         0,   122.0,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
       126,         0,         0,   120.5,bp_osd,0e39c1138d6c1114c36527bb081603ff7322700376901eea078c7a4c266aacb7,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
        59,         3,         0,   120.1,bp_osd,7de2ce8f480ae8106b52da5287de3b5e3a63220e82625b29377c8675e7f17c4d,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
        60,         9,         0,   120.0,belief_find,dec05d9e8d0eed19645a4c343a38ffa4ad7e069f7c117399ba2c1dab59569267,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
       148,         0,         0,   120.1,belief_find,d51b11287f46a3bcc136577b149fb14f59784df0ca4f66e423e8124e96cab3be,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
       122,         3,         0,    89.2,bp_osd,bde4c648d79cf1e3365396e7e32b8cc1e1780aa5479672ca740622ea9617b293,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
        74,         0,         0,   120.2,belief_find,50286a7a2e3fbed7ea5bbc9c7df22764c3c206917c449a465f94fc1372fb5214,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
       115,         8,         0,    89.1,belief_find,0d02f2c07f1d8ae6fff2baf3dc54b145177b3ae3671f2968798ca03aeb160059,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
        75,         0,         0,   120.7,bp_osd,2d73ea91da0935aeafe2d7ca60ec6f0e9077dde8f43e8ace1585847c2d1cd948,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
       153,         2,         0,   120.0,bp_osd,bea659dce592d9e7dac18f52c515962b5cbd335311a89f928680c06a69db9fa0,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
       158,         1,         0,   120.5,belief_find,08c351f14149e77f75508015fc09a988b4c3c6d7829ffc9c3b4f3f80f7e42ed9,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
        60,         1,         0,    90.0,belief_find,61b66453647c0a31f60a3d02c40fbc31e29d23b7241dcb9c131c924dd2125464,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
        58,         3,         0,    90.1,bp_osd,f61743ccff3d8a1cd76876798066ba1f0231db9250063f361c9f349986c7cfc1,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
     37376,        56,         0,   120.6,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
     41472,        76,         0,   120.9,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
       191,         0,         0,   120.5,bp_osd,0e39c1138d6c1114c36527bb081603ff7322700376901eea078c7a4c266aacb7,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
       194,         1,         0,   120.7,bp_osd,bea659dce592d9e7dac18f52c515962b5cbd335311a89f928680c06a69db9fa0,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
       151,         1,         0,   120.8,belief_find,d51b11287f46a3bcc136577b149fb14f59784df0ca4f66e423e8124e96cab3be,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
       151,         2,         0,   120.4,belief_find,08c351f14149e77f75508015fc09a988b4c3c6d7829ffc9c3b4f3f80f7e42ed9,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
       156,         5,         0,   120.6,bp_osd,bde4c648d79cf1e3365396e7e32b8cc1e1780aa5479672ca740622ea9617b293,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
       151,         6,         0,   120.3,belief_find,0d02f2c07f1d8ae6fff2baf3dc54b145177b3ae3671f2968798ca03aeb160059,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
        72,         0,         0,   121.3,bp_osd,b6dad9c90c8f2c730e10c773f02ee37f8b522e8eacb860a5f6088f55ef19c415,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
       146,        16,         0,   120.4,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
        70,         1,         0,   121.5,belief_find,61b66453647c0a31f60a3d02c40fbc31e29d23b7241dcb9c131c924dd2125464,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
       143,        17,         0,   120.8,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
        71,         0,         0,   120.1,belief_find,50286a7a2e3fbed7ea5bbc9c7df22764c3c206917c449a465f94fc1372fb5214,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
     35072,        60,         0,   120.0,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
        70,         0,         0,   121.0,bp_osd,2d73ea91da0935aeafe2d7ca60ec6f0e9077dde8f43e8ace1585847c2d1cd948,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
     32000,        80,         0,   120.4,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
     10368,        18,         0,    45.9,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
        72,         0,         0,   120.8,bp_osd,b6dad9c90c8f2c730e10c773f02ee37f8b522e8eacb860a5f6088f55ef19c415,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
         1,         0,         0,    1.14,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         1,         0,    2.62,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         1,         0,   0.974,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.08,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
        72,         3,         0,   121.8,bp_osd,f61743ccff3d8a1cd76876798066ba1f0231db9250063f361c9f349986c7cfc1,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         0,         0,    2.13,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         1,         0,    1.17,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.806,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.929,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
        69,         4,         0,   122.4,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         0,         0,    2.15,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         0,         0,   0.985,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.02,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    2.53,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         0,         0,   1.000,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
       148,         1,         0,   120.7,bp_osd,0e39c1138d6c1114c36527bb081603ff7322700376901eea078c7a4c266aacb7,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
         1,         0,         0,   0.833,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.940,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         1,         0,    2.36,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         0,         0,   0.863,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.03,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         0,         0,   0.666,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.836,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
        70,        13,         0,   120.1,bp_osd,7de2ce8f480ae8106b52da5287de3b5e3a63220e82625b29377c8675e7f17c4d,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
         3,         0,         0,    1.27,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.30,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         2,         0,         0,    2.00,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    2.07,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         2,         0,         0,    1.87,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.80,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         3,         0,         0,    2.79,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    2.17,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
        62,        15,         0,   120.8,belief_find,dec05d9e8d0eed19645a4c343a38ffa4ad7e069f7c117399ba2c1dab59569267,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
         1,         0,         0,    2.10,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         4,         1,         0,    3.73,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    2.31,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
       154,         0,         0,   120.5,belief_find,d51b11287f46a3bcc136577b149fb14f59784df0ca4f66e423e8124e96cab3be,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
         1,         0,         0,    2.32,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         6,         1,         0,    5.07,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    2.09,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         1,         0,         0,    2.03,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         2,         0,         0,    3.63,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
         8,         0,         0,    6.45,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         2,         0,         0,    4.05,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
       121,         0,         0,   120.2,bp_osd,bde4c648d79cf1e3365396e7e32b8cc1e1780aa5479672ca740622ea9617b293,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
         2,         0,         0,    4.32,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
        10,         3,         0,    8.70,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
        57,         0,         0,   120.4,belief_find,50286a7a2e3fbed7ea5bbc9c7df22764c3c206917c449a465f94fc1372fb5214,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
       126,         8,         0,   120.4,belief_find,0d02f2c07f1d8ae6fff2baf3dc54b145177b3ae3671f2968798ca03aeb160059,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
        57,         0,         0,   121.4,bp_osd,2d73ea91da0935aeafe2d7ca60ec6f0e9077dde8f43e8ace1585847c2d1cd948,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
         3,         0,         0,    6.14,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
       126,         2,         0,   120.2,bp_osd,bea659dce592d9e7dac18f52c515962b5cbd335311a89f928680c06a69db9fa0,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
        14,         0,         0,    11.9,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
       127,         1,         0,   120.2,belief_find,08c351f14149e77f75508015fc09a988b4c3c6d7829ffc9c3b4f3f80f7e42ed9,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
         5,         0,         0,    9.18,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
        56,         2,         0,   121.5,belief_find,61b66453647c0a31f60a3d02c40fbc31e29d23b7241dcb9c131c924dd2125464,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
         7,         0,         0,    12.8,belief_find,929d2f23fbab2e31fea8f507eea8efc347f347671a02a93806f9e90581c1bc13,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
     26624,        46,         0,   119.9,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
     18048,        36,         0,    80.9,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
       128,         0,         0,   0.464,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
        58,         3,         0,   121.4,bp_osd,f61743ccff3d8a1cd76876798066ba1f0231db9250063f361c9f349986c7cfc1,"{""basis"":""x"",""d"":9,""p"":0.006,""rounds"":9}",
        21,         2,         0,    16.7,bp_osd,d97d8aa4b13209c48fd683be924d1fef96197c53329a95d507618f0d6bc13ac4,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.06,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.981,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.760,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.60,bp_osd,7de2ce8f480ae8106b52da5287de3b5e3a63220e82625b29377c8675e7f17c4d,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
         1,         0,         0,   0.600,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.614,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.773,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.81,bp_osd,7de2ce8f480ae8106b52da5287de3b5e3a63220e82625b29377c8675e7f17c4d,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
         1,         0,         0,   0.722,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.910,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.46,bp_osd,7de2ce8f480ae8106b52da5287de3b5e3a63220e82625b29377c8675e7f17c4d,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
         1,         0,         0,   0.747,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.515,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.312,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.69,bp_osd,7de2ce8f480ae8106b52da5287de3b5e3a63220e82625b29377c8675e7f17c4d,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
         1,         0,         0,   0.503,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         1,         0,   0.797,belief_find,e2b4f4ac410d9363f40c0bd034f2631ce15a6962af45fd07ac9891d17e809a3c,"{""basis"":""x"",""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,    1.68,bp_osd,7de2ce8f480ae8106b52da5287de3b5e3a63220e82625b29377c8675e7f17c4d,"{""basis"":""x"",""d"":9,""p"":0.008,""rounds"":9}",
